Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal_Price,Price_Date
1446,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1400,1400,1400,7 May 14
1447,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1350,1350,1350,7 May 13
1448,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1450,1450,1450,6 May 15
1449,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1400,1400,1400,6 May 14
1450,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1625,1625,1625,5 May 17
1451,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1450,1450,1450,5 May 15
1452,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1400,1400,1400,5 May 14
1453,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1350,1350,1350,5 May 13
1454,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1625,1625,1625,4 May 17
1455,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1400,1400,1400,4 May 14
1456,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1285,1285,1285,4 May 12
1457,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1100,1100,1100,4 May 10
1458,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1400,1400,1400,3 May 14
1459,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1350,1350,1350,3 May 13
1460,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1285,1285,1285,3 May 12
1461,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1625,1625,1625,2 May 17
1462,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1450,1450,1450,2 May 15
1463,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1400,1400,1400,2 May 14
1464,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1285,1285,1285,2 May 12
1465,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1525,1525,1525,1 May 16
1466,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1450,1450,1450,1 May 15
1467,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1400,1400,1400,1 May 14
1468,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1285,1285,1285,1 May 12
1469,Bhatinda,Sangat,Wheat,Other,FAQ,1525,1525,1525,30 Apr 16
1470,Bhatinda,Sangat,Wheat,Other,FAQ,1450,1450,1450,30 Apr 15
1471,Bhatinda,Sangat,Wheat,Other,FAQ,1350,1355,1350,30 Apr 13
1472,Bhatinda,Sangat,Wheat,Other,FAQ,1285,1285,1285,30 Apr 12
1473,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,30 Apr 11
1474,Bhatinda,Sangat,Wheat,Other,FAQ,1100,1105,1100,30 Apr 10
1475,Bhatinda,Sangat,Wheat,Other,FAQ,1625,1625,1625,29 Apr 17
1476,Bhatinda,Sangat,Wheat,Other,FAQ,1525,1525,1525,29 Apr 16
1477,Bhatinda,Sangat,Wheat,Other,FAQ,1450,1450,1450,29 Apr 15
1478,Bhatinda,Sangat,Wheat,Kanak,FAQ,1400,1405,1400,29 Apr 14
1479,Bhatinda,Sangat,Wheat,Other,FAQ,1350,1355,1350,29 Apr 13
1480,Bhatinda,Sangat,Wheat,Other,FAQ,1285,1285,1285,29 Apr 12
1481,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,29 Apr 11
1482,Bhatinda,Sangat,Wheat,Other,FAQ,1100,1105,1100,29 Apr 10
1483,Bhatinda,Sangat,Wheat,Other,FAQ,1625,1625,1625,28 Apr 17
1484,Bhatinda,Sangat,Wheat,Other,FAQ,1525,1525,1525,28 Apr 16
1485,Bhatinda,Sangat,Wheat,Other,FAQ,1450,1450,1450,28 Apr 15
1486,Bhatinda,Sangat,Wheat,Kanak,FAQ,1400,1405,1400,28 Apr 14
1487,Bhatinda,Sangat,Wheat,Other,FAQ,1285,1285,1285,28 Apr 12
1488,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,28 Apr 11
1489,Bhatinda,Sangat,Wheat,Other,FAQ,1100,1105,1100,28 Apr 10
1490,Bhatinda,Sangat,Wheat,Other,FAQ,1625,1625,1625,27 Apr 17
1491,Bhatinda,Sangat,Wheat,Other,FAQ,1525,1525,1525,27 Apr 16
1492,Bhatinda,Sangat,Wheat,Other,FAQ,1450,1450,1450,27 Apr 15
1493,Bhatinda,Sangat,Wheat,Kanak,FAQ,1400,1405,1400,27 Apr 14
1494,Bhatinda,Sangat,Wheat,Other,FAQ,1285,1285,1285,27 Apr 12
1495,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,27 Apr 11
1496,Bhatinda,Sangat,Wheat,Other,FAQ,1100,1105,1100,27 Apr 10
1497,Bhatinda,Sangat,Wheat,Other,FAQ,1625,1625,1625,26 Apr 17
1498,Bhatinda,Sangat,Wheat,Other,FAQ,1525,1525,1525,26 Apr 16
1499,Bhatinda,Sangat,Wheat,Other,FAQ,1450,1450,1450,26 Apr 15
1500,Bhatinda,Sangat,Wheat,Kanak,FAQ,1400,1405,1400,26 Apr 14
1501,Bhatinda,Sangat,Wheat,Other,FAQ,1285,1285,1285,26 Apr 12
1502,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,26 Apr 11
1503,Bhatinda,Sangat,Wheat,Other,FAQ,1100,1105,1100,26 Apr 10
1504,Bhatinda,Sangat,Wheat,Other,FAQ,1625,1625,1625,25 Apr 17
1505,Bhatinda,Sangat,Wheat,Other,FAQ,1525,1525,1525,25 Apr 16
1506,Bhatinda,Sangat,Wheat,Kanak,FAQ,1400,1405,1400,25 Apr 14
1507,Bhatinda,Sangat,Wheat,Other,FAQ,1285,1285,1285,25 Apr 12
1508,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,25 Apr 11
1509,Bhatinda,Sangat,Wheat,Other,FAQ,1100,1105,1100,25 Apr 10
1510,Bhatinda,Sangat,Wheat,Other,FAQ,1625,1625,1625,24 Apr 17
1511,Bhatinda,Sangat,Wheat,Other,FAQ,1525,1525,1525,24 Apr 16
1512,Bhatinda,Sangat,Wheat,Kanak,FAQ,1400,1405,1400,24 Apr 14
1513,Bhatinda,Sangat,Wheat,Other,FAQ,1350,1355,1350,24 Apr 13
1514,Bhatinda,Sangat,Wheat,Other,FAQ,1285,1285,1285,24 Apr 12
1515,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,24 Apr 11
1516,Bhatinda,Sangat,Wheat,Other,FAQ,1100,1100,1100,24 Apr 10
1517,Bhatinda,Sangat,Wheat,Kanak,FAQ,1400,1405,1400,23 May 14
1518,Bhatinda,Sangat,Wheat,Other,FAQ,1625,1625,1625,23 Apr 17
1519,Bhatinda,Sangat,Wheat,Other,FAQ,1525,1525,1525,23 Apr 16
1520,Bhatinda,Sangat,Wheat,Other,FAQ,1450,1450,1450,23 Apr 15
1521,Bhatinda,Sangat,Wheat,Kanak,FAQ,1400,1405,1400,23 Apr 14
1522,Bhatinda,Sangat,Wheat,Other,FAQ,1350,1355,1350,23 Apr 13
1523,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,23 Apr 11
1524,Bhatinda,Sangat,Wheat,Other,FAQ,1100,1100,1100,23 Apr 10
1525,Bhatinda,Sangat,Wheat,Kanak,FAQ,1400,1405,1400,22 May 14
1526,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,22 May 11
1527,Bhatinda,Sangat,Wheat,Other,FAQ,1625,1625,1625,22 Apr 17
1528,Bhatinda,Sangat,Wheat,Other,FAQ,1525,1525,1525,22 Apr 16
1529,Bhatinda,Sangat,Wheat,Other,FAQ,1450,1450,1450,22 Apr 15
1530,Bhatinda,Sangat,Wheat,Kanak,FAQ,1400,1405,1400,22 Apr 14
1531,Bhatinda,Sangat,Wheat,Other,FAQ,1350,1355,1350,22 Apr 13
1532,Bhatinda,Sangat,Wheat,Other,FAQ,1285,1285,1285,22 Apr 12
1533,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,22 Apr 11
1534,Bhatinda,Sangat,Wheat,Other,FAQ,1100,1100,1100,22 Apr 10
1535,Bhatinda,Sangat,Wheat,Other,FAQ,1450,1450,1450,21 May 15
1536,Bhatinda,Sangat,Wheat,Kanak,FAQ,1400,1405,1400,21 May 14
1537,Bhatinda,Sangat,Wheat,Other,FAQ,1350,1350,1350,21 May 13
1538,Bhatinda,Sangat,Wheat,Other,FAQ,1285,1285,1285,21 May 12
1539,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,21 May 11
1540,Bhatinda,Sangat,Wheat,Other,FAQ,1625,1625,1625,21 Apr 17
1541,Bhatinda,Sangat,Wheat,Other,FAQ,1525,1525,1525,21 Apr 16
1542,Bhatinda,Sangat,Wheat,Other,FAQ,1450,1450,1450,21 Apr 15
1543,Bhatinda,Sangat,Wheat,Kanak,FAQ,1400,1405,1400,21 Apr 14
1544,Bhatinda,Sangat,Wheat,Other,FAQ,1350,1355,1350,21 Apr 13
1545,Bhatinda,Sangat,Wheat,Other,FAQ,1285,1285,1285,21 Apr 12
1546,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,21 Apr 11
1547,Bhatinda,Sangat,Wheat,Other,FAQ,1100,1105,1100,21 Apr 10
1548,Bhatinda,Sangat,Wheat,Other,FAQ,1450,1450,1450,20 May 15
1549,Bhatinda,Sangat,Wheat,Kanak,FAQ,1405,1405,1405,20 May 14
1550,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,20 May 11
1551,Bhatinda,Sangat,Wheat,Other,FAQ,1625,1625,1625,20 Apr 17
1552,Bhatinda,Sangat,Wheat,Other,FAQ,1525,1525,1525,20 Apr 16
1553,Bhatinda,Sangat,Wheat,Other,FAQ,1450,1450,1450,20 Apr 15
1554,Bhatinda,Sangat,Wheat,Kanak,FAQ,1400,1405,1400,20 Apr 14
1555,Bhatinda,Sangat,Wheat,Other,FAQ,1285,1285,1285,20 Apr 12
1556,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,20 Apr 11
1557,Bhatinda,Sangat,Wheat,Other,FAQ,1100,1105,1100,20 Apr 10
1558,Bhatinda,Sangat,Wheat,Kanak,FAQ,1405,1405,1405,19 May 14
1559,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1120,1120,19 May 11
1560,Bhatinda,Sangat,Wheat,Other,FAQ,1625,1625,1625,19 Apr 17
1561,Bhatinda,Sangat,Wheat,Other,FAQ,1525,1525,1525,19 Apr 16
1562,Bhatinda,Sangat,Wheat,Other,FAQ,1450,1450,1450,19 Apr 15
1563,Bhatinda,Sangat,Wheat,Kanak,FAQ,1400,1405,1400,19 Apr 14
1564,Bhatinda,Sangat,Wheat,Other,FAQ,1350,1355,1350,19 Apr 13
1565,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,19 Apr 11
1566,Bhatinda,Sangat,Wheat,Other,FAQ,1100,1105,1100,19 Apr 10
1567,Bhatinda,Sangat,Wheat,Other,FAQ,1450,1450,1450,18 May 15
1568,Bhatinda,Sangat,Wheat,Kanak,FAQ,1405,1405,1405,18 May 14
1569,Bhatinda,Sangat,Wheat,Other,FAQ,1400,1405,1400,18 May 14
1570,Bhatinda,Sangat,Wheat,Other,FAQ,1285,1285,1285,18 May 12
1571,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,18 May 11
1572,Bhatinda,Sangat,Wheat,Other,FAQ,1625,1625,1625,18 Apr 17
1573,Bhatinda,Sangat,Wheat,Other,FAQ,1525,1525,1525,18 Apr 16
1574,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,18 Apr 11
1575,Bhatinda,Sangat,Wheat,Other,FAQ,1100,1105,1100,18 Apr 10
1576,Bhatinda,Sangat,Wheat,Other,FAQ,1285,1285,1285,17 May 12
1577,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,17 May 11
1578,Bhatinda,Sangat,Wheat,Other,FAQ,1625,1625,1625,17 Apr 17
1579,Bhatinda,Sangat,Wheat,Other,FAQ,1525,1525,1525,17 Apr 16
1580,Bhatinda,Sangat,Wheat,Other,FAQ,1350,1350,1350,17 Apr 13
1581,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,17 Apr 11
1582,Bhatinda,Sangat,Wheat,Other,FAQ,1100,1100,1100,17 Apr 10
1583,Bhatinda,Sangat,Wheat,Other,FAQ,1525,1525,1525,16 May 16
1584,Bhatinda,Sangat,Wheat,Other,FAQ,1450,1450,1450,16 May 15
1585,Bhatinda,Sangat,Wheat,Kanak,FAQ,1400,1405,1400,16 May 14
1586,Bhatinda,Sangat,Wheat,Other,FAQ,1400,1405,1400,16 May 14
1587,Bhatinda,Sangat,Wheat,Other,FAQ,1350,1355,1350,16 May 13
1588,Bhatinda,Sangat,Wheat,Other,FAQ,1285,1285,1285,16 May 12
1589,Bhatinda,Sangat,Wheat,Other,FAQ,1625,1625,1625,16 Apr 17
1590,Bhatinda,Sangat,Wheat,Other,FAQ,1525,1525,1525,16 Apr 16
1591,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,16 Apr 11
1592,Bhatinda,Sangat,Wheat,Other,FAQ,1100,1100,1100,16 Apr 10
1593,Bhatinda,Sangat,Wheat,Other,FAQ,1450,1450,1450,15 May 15
1594,Bhatinda,Sangat,Wheat,Kanak,FAQ,1400,1405,1400,15 May 14
1595,Bhatinda,Sangat,Wheat,Other,FAQ,1400,1405,1400,15 May 14
1596,Bhatinda,Sangat,Wheat,Other,FAQ,1285,1285,1285,15 May 12
1597,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,15 May 11
1598,Bhatinda,Sangat,Wheat,Other,FAQ,1625,1625,1625,15 Apr 17
1599,Bhatinda,Sangat,Wheat,Other,FAQ,1525,1525,1525,15 Apr 16
1600,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,15 Apr 11
1601,Bhatinda,Sangat,Wheat,Other,FAQ,1100,1100,1100,15 Apr 10
1602,Bhatinda,Sangat,Wheat,Other,FAQ,1450,1450,1450,14 May 15
1603,Bhatinda,Sangat,Wheat,Kanak,FAQ,1400,1405,1400,14 May 14
1604,Bhatinda,Sangat,Wheat,Other,FAQ,1400,1405,1400,14 May 14
1605,Bhatinda,Sangat,Wheat,Other,FAQ,1350,1350,1350,14 May 13
1606,Bhatinda,Sangat,Wheat,Other,FAQ,1285,1285,1285,14 May 12
1607,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,14 May 11
1608,Bhatinda,Sangat,Wheat,Other,FAQ,1410,1410,1410,14 Jul 14
1609,Bhatinda,Sangat,Wheat,Other,FAQ,1625,1625,1625,14 Apr 17
1610,Bhatinda,Sangat,Wheat,Other,FAQ,1525,1525,1525,14 Apr 16
1611,Bhatinda,Sangat,Wheat,Other,FAQ,1100,1100,1100,14 Apr 10
1612,Bhatinda,Sangat,Wheat,Other,FAQ,1450,1450,1450,13 May 15
1613,Bhatinda,Sangat,Wheat,Kanak,FAQ,1400,1405,1400,13 May 14
1614,Bhatinda,Sangat,Wheat,Other,FAQ,1400,1405,1400,13 May 14
1615,Bhatinda,Sangat,Wheat,Other,FAQ,1285,1285,1285,13 May 12
1616,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,13 May 11
1617,Bhatinda,Sangat,Wheat,Other,FAQ,1625,1625,1625,13 Apr 17
1618,Bhatinda,Sangat,Wheat,Other,FAQ,1525,1525,1525,13 Apr 16
1619,Bhatinda,Sangat,Wheat,Other,FAQ,1100,1100,1100,13 Apr 10
1620,Bhatinda,Sangat,Wheat,Other,FAQ,1625,1625,1625,12 May 17
1621,Bhatinda,Sangat,Wheat,Other,FAQ,1450,1450,1450,12 May 15
1622,Bhatinda,Sangat,Wheat,Kanak,FAQ,1400,1405,1400,12 May 14
1623,Bhatinda,Sangat,Wheat,Other,FAQ,1400,1405,1400,12 May 14
1624,Bhatinda,Sangat,Wheat,Other,FAQ,1355,1355,1355,12 May 13
1625,Bhatinda,Sangat,Wheat,Other,FAQ,1285,1285,1285,12 May 12
1626,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,12 May 11
1627,Bhatinda,Sangat,Wheat,Other,FAQ,1625,1625,1625,12 Apr 17
1628,Bhatinda,Sangat,Wheat,Other,FAQ,1100,1100,1100,12 Apr 10
1629,Bhatinda,Sangat,Wheat,Other,FAQ,1625,1625,1625,11 May 17
1630,Bhatinda,Sangat,Wheat,Other,FAQ,1450,1450,1450,11 May 15
1631,Bhatinda,Sangat,Wheat,Kanak,FAQ,1400,1405,1400,11 May 14
1632,Bhatinda,Sangat,Wheat,Other,FAQ,1400,1405,1400,11 May 14
1633,Bhatinda,Sangat,Wheat,Other,FAQ,1350,1355,1350,11 May 13
1634,Bhatinda,Sangat,Wheat,Other,FAQ,1285,1285,1285,11 May 12
1635,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,11 May 11
1636,Bhatinda,Sangat,Wheat,Other,FAQ,1525,1525,1525,11 Apr 16
1637,Bhatinda,Sangat,Wheat,Other,FAQ,1100,1100,1100,11 Apr 10
1638,Bhatinda,Sangat,Wheat,Other,FAQ,1525,1525,1525,10 May 16
1639,Bhatinda,Sangat,Wheat,Other,FAQ,1450,1450,1450,10 May 15
1640,Bhatinda,Sangat,Wheat,Kanak,FAQ,1400,1405,1400,10 May 14
1641,Bhatinda,Sangat,Wheat,Other,FAQ,1400,1405,1400,10 May 14
1642,Bhatinda,Sangat,Wheat,Other,FAQ,1350,1355,1350,10 May 13
1643,Bhatinda,Sangat,Wheat,Other,FAQ,1285,1285,1285,10 May 12
1644,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,10 May 11
1645,Bhatinda,Sangat,Wheat,Other,FAQ,1100,1100,1100,10 Apr 10
1646,Bhatinda,Sangat,Wheat,Other,FAQ,1625,1625,1625,9 May 17
1647,Bhatinda,Sangat,Wheat,Other,FAQ,1525,1525,1525,9 May 16
1648,Bhatinda,Sangat,Wheat,Other,FAQ,1450,1450,1450,9 May 15
1649,Bhatinda,Sangat,Wheat,Kanak,FAQ,1400,1405,1400,9 May 14
1650,Bhatinda,Sangat,Wheat,Other,FAQ,1400,1405,1400,9 May 14
1651,Bhatinda,Sangat,Wheat,Other,FAQ,1350,1355,1350,9 May 13
1652,Bhatinda,Sangat,Wheat,Other,FAQ,1285,1285,1285,9 May 12
1653,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,9 May 11
1654,Bhatinda,Sangat,Wheat,Other,FAQ,1450,1450,1450,8 May 15
1655,Bhatinda,Sangat,Wheat,Kanak,FAQ,1400,1405,1400,8 May 14
1656,Bhatinda,Sangat,Wheat,Other,FAQ,1400,1405,1400,8 May 14
1657,Bhatinda,Sangat,Wheat,Other,FAQ,1350,1355,1350,8 May 13
1658,Bhatinda,Sangat,Wheat,Other,FAQ,1285,1285,1285,8 May 12
1659,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,8 May 11
1660,Bhatinda,Sangat,Wheat,Other,FAQ,1525,1525,1525,7 May 16
1661,Bhatinda,Sangat,Wheat,Other,FAQ,1450,1450,1450,7 May 15
1662,Bhatinda,Sangat,Wheat,Kanak,FAQ,1400,1405,1400,7 May 14
1663,Bhatinda,Sangat,Wheat,Other,FAQ,1400,1405,1400,7 May 14
1664,Bhatinda,Sangat,Wheat,Other,FAQ,1285,1285,1285,7 May 12
1665,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,7 May 11
1666,Bhatinda,Sangat,Wheat,Other,FAQ,1625,1625,1625,6 May 17
1667,Bhatinda,Sangat,Wheat,Other,FAQ,1525,1525,1525,6 May 16
1668,Bhatinda,Sangat,Wheat,Other,FAQ,1450,1450,1450,6 May 15
1669,Bhatinda,Sangat,Wheat,Kanak,FAQ,1400,1405,1400,6 May 14
1670,Bhatinda,Sangat,Wheat,Other,FAQ,1400,1405,1400,6 May 14
1671,Bhatinda,Sangat,Wheat,Other,FAQ,1285,1285,1285,6 May 12
1672,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,6 May 11
1673,Bhatinda,Sangat,Wheat,Other,FAQ,1625,1625,1625,5 May 17
1674,Bhatinda,Sangat,Wheat,Other,FAQ,1525,1525,1525,5 May 16
1675,Bhatinda,Sangat,Wheat,Kanak,FAQ,1400,1405,1400,5 May 14
1676,Bhatinda,Sangat,Wheat,Other,FAQ,1400,1405,1400,5 May 14
1677,Bhatinda,Sangat,Wheat,Other,FAQ,1285,1285,1285,5 May 12
1678,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,5 May 11
1679,Bhatinda,Sangat,Wheat,Other,FAQ,1100,1100,1100,5 May 10
1680,Bhatinda,Sangat,Wheat,Other,FAQ,1625,1625,1625,4 May 17
1681,Bhatinda,Sangat,Wheat,Other,FAQ,1525,1525,1525,4 May 16
1682,Bhatinda,Sangat,Wheat,Other,FAQ,1450,1450,1450,4 May 15
1683,Bhatinda,Sangat,Wheat,Kanak,FAQ,1400,1405,1400,4 May 14
1684,Bhatinda,Sangat,Wheat,Other,FAQ,1285,1285,1285,4 May 12
1685,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,4 May 11
1686,Bhatinda,Sangat,Wheat,Other,FAQ,1100,1105,1105,4 May 10
1687,Bhatinda,Sangat,Wheat,Other,FAQ,1625,1625,1625,3 May 17
1688,Bhatinda,Sangat,Wheat,Other,FAQ,1525,1525,1525,3 May 16
1689,Bhatinda,Sangat,Wheat,Other,FAQ,1450,1450,1450,3 May 15
1690,Bhatinda,Sangat,Wheat,Kanak,FAQ,1400,1405,1400,3 May 14
1691,Bhatinda,Sangat,Wheat,Other,FAQ,1350,1355,1350,3 May 13
1692,Bhatinda,Sangat,Wheat,Other,FAQ,1285,1285,1285,3 May 12
1693,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,3 May 11
1694,Bhatinda,Sangat,Wheat,Other,FAQ,1100,1100,1100,3 May 10
1695,Bhatinda,Sangat,Wheat,Other,FAQ,1625,1625,1625,2 May 17
1696,Bhatinda,Sangat,Wheat,Other,FAQ,1525,1525,1525,2 May 16
1697,Bhatinda,Sangat,Wheat,Other,FAQ,1450,1450,1450,2 May 15
1698,Bhatinda,Sangat,Wheat,Kanak,FAQ,1400,1405,1400,2 May 14
1699,Bhatinda,Sangat,Wheat,Other,FAQ,1350,1350,1350,2 May 13
1700,Bhatinda,Sangat,Wheat,Other,FAQ,1285,1285,1285,2 May 12
1701,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,2 May 11
1702,Bhatinda,Sangat,Wheat,Other,FAQ,1100,1100,1100,2 May 10
1703,Bhatinda,Sangat,Wheat,Other,FAQ,1625,1625,1625,1 May 17
1704,Bhatinda,Sangat,Wheat,Other,FAQ,1525,1525,1525,1 May 16
1705,Bhatinda,Sangat,Wheat,Other,FAQ,1450,1450,1450,1 May 15
1706,Bhatinda,Sangat,Wheat,Kanak,FAQ,1400,1405,1400,1 May 14
1707,Bhatinda,Sangat,Wheat,Other,FAQ,1350,1355,1350,1 May 13
1708,Bhatinda,Sangat,Wheat,Other,FAQ,1285,1285,1285,1 May 12
1709,Bhatinda,Sangat,Wheat,Other,FAQ,1120,1125,1120,1 May 11
1710,Bhatinda,Sangat,Wheat,Other,FAQ,1100,1100,1100,1 May 10
1711,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1285,1285,1285,31 May 12
1712,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1285,1285,1285,30 May 12
1713,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1525,1525,1525,30 Apr 16
1714,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1450,1450,1450,30 Apr 15
1715,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1350,1350,1350,30 Apr 13
1716,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,30 Apr 10
1717,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1625,1625,1625,29 Apr 17
1718,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1525,1525,1525,29 Apr 16
1719,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1450,1450,1450,29 Apr 15
1720,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,29 Apr 10
1721,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1285,1285,1285,28 May 12
1722,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1525,1525,1525,28 Apr 16
1723,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1400,1400,1400,28 Apr 14
1724,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1285,1285,1285,28 Apr 12
1725,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,28 Apr 10
1726,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1625,1625,1625,27 Apr 17
1727,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1525,1525,1525,27 Apr 16
1728,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1450,1450,1450,27 Apr 15
1729,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1400,1400,1400,27 Apr 14
1730,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1350,1350,1350,27 Apr 13
1731,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1285,1285,1285,27 Apr 12
1732,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,27 Apr 10
1733,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1625,1625,1625,26 Apr 17
1734,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1400,1400,1400,26 Apr 14
1735,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1350,1350,1350,26 Apr 13
1736,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1285,1285,1285,26 Apr 12
1737,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,26 Apr 10
1738,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1625,1625,1625,25 Apr 17
1739,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1525,1525,1525,25 Apr 16
1740,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1400,1400,1400,25 Apr 14
1741,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1285,1285,1285,25 Apr 12
1742,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1625,1625,1625,24 Apr 17
1743,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1525,1525,1525,24 Apr 16
1744,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1350,1350,1350,24 Apr 13
1745,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1285,1285,1285,24 Apr 12
1746,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,24 Apr 10
1747,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1285,1285,1285,23 May 12
1748,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1625,1625,1625,23 Apr 17
1749,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1350,1355,1350,23 Apr 13
